,"[D310000] Income statement, by function of expense - Consolidated financial statements (Unit: KRW)","[D310000] Income statement, by function of expense - Consolidated financial statements (Unit: KRW)","[D310000] Income statement, by function of expense - Consolidated financial statements (Unit: KRW)","[D310000] Income statement, by function of expense - Consolidated financial statements (Unit: KRW)","[D310000] Income statement, by function of expense - Consolidated financial statements (Unit: KRW)","[D310000] Income statement, by function of expense - Consolidated financial statements (Unit: KRW)","[D310000] Income statement, by function of expense - Consolidated financial statements (Unit: KRW)",20200101-20200331,20191201-20200331,20190601-20190930,20190301-20190630,20190101-20191231,20190101-20190930,20190101-20190630,20190101-20190331,20181201-20190331,20180601-20180930,20180301-20180630,20180101-20181231,20180101-20180930,20180101-20180630,20180101-20180331,20171201-20180331,20170601-20170930,20170301-20170630,20170101-20171231,20170101-20170930,20170101-20170630,20170101-20170331,20161201-20170331,20160601-20160930,20160301-20160630,20160101-20161231,20160101-20160930,20160101-20160630,20160101-20160331,20151201-20160331,20150601-20150930,20150301-20150630,20150101-20151231,20150101-20150930,20150101-20150630,20150101-20150331,20141201-20150331,20140701-20140930-20140101-20140930,20140601-20140930,20140401-20140630-20140101-20140630,20140301-20140630,20140101-20141231,20140101-20140930,20140101-20140630,20140101-20140331,20131201-20140331,20130701-20130930-20130101-20130930,20130601-20130930,20130401-20130630-20130101-20130630,20130301-20130630,20130101-20131231,20130101-20130331,20120701-20120930-20120101-20120930,20120601-20120930,20120401-20120630-20120101-20120630,20120301-20120630,20120101-20121231,20120101-20120331,20110701-20110930-20110101-20110930,20110601-20110930,20110401-20110630-20110101-20110630,20110301-20110630,20110101-20111231,20110101-20110331,20100701-20100930-20100101-20100930,20100601-20100930,20100401-20100630-20100101-20100630,20100301-20100630,20100101-20101231,20100101-20100331,20090701-20090930-20090101-20090930,20090601-20090930,20090401-20090630-20090101-20090630,20090301-20090630,20090101-20091231,20090101-20090331,20080101-20081231,20070101-20071231,20060101-20061231,20050101-20051231,20040101-20041231,20030101-20031231,20020101-20021231,20010101-20011231,20000101-20001231,19990101-19991231,19980101-19981231,19970101-19971231,19960101-19961231
9,dart_OperatingIncomeLoss,영업이익(손실),Operating income(loss),손익계산서 [abstract],영업이익(손실),,,607742000000.0,607742000000.0,355393000000.0,271106000000.0,1024098000000.0,1089738000000.0,734345000000.0,463239000000.0,463239000000.0,486225000000.0,486864000000.0,1821256000000.0,1556956000000.0,1070731000000.0,583867000000.0,583867000000.0,574188000000.0,568925000000.0,2034417000000.0,1758679000000.0,1184491000000.0,615566000000.0,615566000000.0,320690000000.0,410258000000.0,1322735000000.0,1067573000000.0,738439000000.0,318223000000.0,318223000000.0,373347000000.0,341926000000.0,1138619000000.0,915449000000.0,541869000000.0,199943000000.0,199943000000.0,773981000000.0,290444000000.0,483537000000.0,288097000000.0,1044108000000.0,773981000000.0,483537000000.0,195440000000.0,195440000000.0,828927000000.0,281613000000.0,547314000000.0,327133000000.0,1153922000000.0,220181000000.0,1025146000000.0,342150000000.0,682996000000.0,354307000000.0,1231546000000.0,322464000000.0,988962000000.0,235188000000.0,753774000000.0,404205000000.0,1351052000000.0,349569000000.0,1565595000000.0,414691000000.0,1150904000000.0,715033000000.0,1859428000000.0,435871000000.0,1382752000000.0,590701000000.0,792051000000.0,674721000000.0,1787934000000.0,117330000000.0,6921431000000.0,5070769000000.0,1560436000000.0,3267021000000.0,5146074000000.0,3474908000000.0,884185000000.0,175990279000.0,749313069000.0,650849032000.0,645058908.0,548677714.0,353791748000.0
10,entity00120021_udf_IS_201711314858423_OperatingIncomeLoss,금융수익,Finance income,손익계산서 [abstract],영업이익(손실),금융수익,,15273000000.0,15273000000.0,10966000000.0,8727000000.0,35168000000.0,27819000000.0,16853000000.0,8126000000.0,8126000000.0,4652000000.0,9990000000.0,34352000000.0,23745000000.0,19093000000.0,9103000000.0,9103000000.0,6277000000.0,5981000000.0,24538000000.0,19806000000.0,13529000000.0,7548000000.0,7548000000.0,5546000000.0,8622000000.0,33030000000.0,24472000000.0,19192000000.0,10570000000.0,10570000000.0,9520000000.0,7753000000.0,34649000000.0,25686000000.0,16176000000.0,8423000000.0,8423000000.0,34512000000.0,6785000000.0,27727000000.0,17659000000.0,38936000000.0,34512000000.0,27727000000.0,10068000000.0,10068000000.0,36848000000.0,10888000000.0,25960000000.0,12111000000.0,50483000000.0,13849000000.0,23010000000.0,5994000000.0,17016000000.0,2343000000.0,50769000000.0,14722000000.0,25385000000.0,1023000000.0,24362000000.0,6581000000.0,34157000000.0,17781000000.0,21497000000.0,6958000000.0,14539000000.0,-1765000000.0,26196000000.0,16304000000.0,40774000000.0,17154000000.0,23620000000.0,7410000000.0,54977000000.0,16210000000.0,,,,,,,,,,,,,
11,entity00120021_udf_IS_20171131491978_OperatingIncomeLoss,금융비용,Finance expenses,손익계산서 [abstract],영업이익(손실),금융비용,,-10024000000.0,-10024000000.0,-10601000000.0,-9685000000.0,43115000000.0,-31160000000.0,-20559000000.0,-10874000000.0,-10874000000.0,-12022000000.0,-10929000000.0,44336000000.0,-32770000000.0,-20748000000.0,-9819000000.0,-9819000000.0,-8880000000.0,-8270000000.0,47274000000.0,-35720000000.0,-26840000000.0,-18570000000.0,-18570000000.0,-19176000000.0,-13739000000.0,58340000000.0,-48882000000.0,-29566000000.0,-15827000000.0,-15827000000.0,-28966000000.0,-24000000000.0,100391000000.0,-76127000000.0,-47277000000.0,-23277000000.0,-23277000000.0,80427000000.0,-24017000000.0,56410000000.0,-30446000000.0,101945000000.0,-80427000000.0,-56410000000.0,-25964000000.0,-25964000000.0,75031000000.0,18077000000.0,56954000000.0,30420000000.0,100175000000.0,26534000000.0,64720000000.0,21584000000.0,43136000000.0,22087000000.0,118421000000.0,21927000000.0,82727000000.0,43494000000.0,39233000000.0,20987000000.0,105579000000.0,18246000000.0,70495000000.0,13871000000.0,56624000000.0,33664000000.0,90732000000.0,22960000000.0,74549000000.0,18975000000.0,55574000000.0,-15000000.0,98051000000.0,55589000000.0,,,,,,,,,,,,,
12,entity00120021_udf_IS_20171131494192_OperatingIncomeLoss,기타영업외수익,Other non-operating incomes,손익계산서 [abstract],영업이익(손실),기타영업외수익,,22814000000.0,22814000000.0,11600000000.0,12908000000.0,52814000000.0,33249000000.0,21649000000.0,8741000000.0,8741000000.0,5837000000.0,6373000000.0,28649000000.0,20982000000.0,15145000000.0,27852000000.0,27852000000.0,423910000000.0,11661000000.0,639166000000.0,634896000000.0,210986000000.0,199325000000.0,199325000000.0,18429000000.0,10434000000.0,58778000000.0,45372000000.0,27116000000.0,16682000000.0,16682000000.0,20932000000.0,10727000000.0,58006000000.0,43068000000.0,22157000000.0,11430000000.0,11430000000.0,31653000000.0,10043000000.0,21610000000.0,13238000000.0,54182000000.0,31653000000.0,21610000000.0,8372000000.0,8372000000.0,43986000000.0,5601000000.0,38385000000.0,19238000000.0,54976000000.0,19147000000.0,43378000000.0,12197000000.0,31181000000.0,16466000000.0,38838000000.0,,,,,,61916000000.0,,,,,,,,,,,,,,289363000000.0,370598000000.0,237368000000.0,272044000000.0,379255000000.0,300769000000.0,364787000000.0,,,,,,
13,entity00120021_udf_IS_20171131495981_OperatingIncomeLoss,기타영업외비용,Other non-operating expenses,손익계산서 [abstract],영업이익(손실),기타영업외비용,,-18876000000.0,-18876000000.0,-16941000000.0,-12640000000.0,57877000000.0,-38240000000.0,-21299000000.0,-8659000000.0,-8659000000.0,-6839000000.0,-10777000000.0,66680000000.0,-32855000000.0,-26016000000.0,-15239000000.0,-15239000000.0,-14490000000.0,-7892000000.0,53746000000.0,-46291000000.0,-31801000000.0,-23909000000.0,-23909000000.0,-17828000000.0,-10653000000.0,65709000000.0,-46967000000.0,-29334000000.0,-18681000000.0,-18681000000.0,-16683000000.0,-10225000000.0,54736000000.0,-40437000000.0,-23754000000.0,-13529000000.0,-13529000000.0,53041000000.0,-28089000000.0,24952000000.0,-17620000000.0,79551000000.0,-53041000000.0,-24952000000.0,-7332000000.0,-7332000000.0,51291000000.0,13578000000.0,37713000000.0,16762000000.0,80177000000.0,20951000000.0,36571000000.0,10019000000.0,26552000000.0,8919000000.0,42728000000.0,18548000000.0,,,,,108019000000.0,,,,,,,,,,,,,,697098000000.0,234478000000.0,412398000000.0,482091000000.0,347860000000.0,134867000000.0,175055000000.0,,,,,,
14,ifrs-full_ProfitLossBeforeTax,법인세비용차감전계속영업이익,Profit (loss) before tax,손익계산서 [abstract],법인세비용차감전계속영업이익,,,616929000000.0,616929000000.0,350417000000.0,270416000000.0,1011088000000.0,1081406000000.0,730989000000.0,460573000000.0,460573000000.0,477853000000.0,481521000000.0,1773241000000.0,1536058000000.0,1058205000000.0,595764000000.0,595764000000.0,981005000000.0,570405000000.0,2597101000000.0,2331370000000.0,1350365000000.0,779960000000.0,779960000000.0,307661000000.0,404922000000.0,1290494000000.0,1041568000000.0,725847000000.0,310967000000.0,310967000000.0,358150000000.0,326181000000.0,1076147000000.0,867639000000.0,509171000000.0,182990000000.0,182990000000.0,706678000000.0,255166000000.0,451512000000.0,270928000000.0,955730000000.0,706678000000.0,451512000000.0,180584000000.0,180584000000.0,783439000000.0,266447000000.0,516992000000.0,311300000000.0,1079029000000.0,205692000000.0,990243000000.0,328738000000.0,661505000000.0,342110000000.0,1160004000000.0,312435000000.0,,,738496000000.0,389588000000.0,1233527000000.0,348908000000.0,,,,,1793285000000.0,,,,,,,,,,,,,,,,,,,,
15,ifrs-full_IncomeTaxExpenseContinuingOperations,계속영업법인세비용,Income tax expense,손익계산서 [abstract],계속영업법인세비용,,,24847000000.0,24847000000.0,9832000000.0,44015000000.0,203919000000.0,92552000000.0,82720000000.0,38705000000.0,38705000000.0,43855000000.0,35734000000.0,-49140000000.0,143036000000.0,99181000000.0,63447000000.0,63447000000.0,162895000000.0,41718000000.0,289461000000.0,242679000000.0,79784000000.0,38066000000.0,38066000000.0,37992000000.0,50571000000.0,187079000000.0,115789000000.0,75219000000.0,24662000000.0,24662000000.0,37722000000.0,28063000000.0,131576000000.0,91691000000.0,53972000000.0,25909000000.0,25909000000.0,67054000000.0,31439000000.0,35615000000.0,18203000000.0,127064000000.0,67054000000.0,35615000000.0,17412000000.0,17412000000.0,74261000000.0,17967000000.0,56294000000.0,45781000000.0,122742000000.0,10513000000.0,108288000000.0,33976000000.0,74312000000.0,42479000000.0,143124000000.0,31897000000.0,78665000000.0,22611000000.0,56054000000.0,16207000000.0,162270000000.0,39847000000.0,142205000000.0,39750000000.0,102455000000.0,57311000000.0,177751000000.0,45144000000.0,116393000000.0,45551000000.0,70842000000.0,50955000000.0,159677000000.0,19887000000.0,,,,306848000000.0,999045000000.0,611889000000.0,147573000000.0,57478494000.0,173355769000.0,169513321000.0,,,
16,ifrs-full_ProfitLossFromContinuingOperations,계속영업이익(손실),Profit (loss) from continuing operations,손익계산서 [abstract],계속영업이익(손실),,,592082000000.0,592082000000.0,340585000000.0,226401000000.0,807169000000.0,988854000000.0,648269000000.0,421868000000.0,421868000000.0,433998000000.0,445787000000.0,1822381000000.0,1393022000000.0,959024000000.0,532317000000.0,532317000000.0,818110000000.0,528687000000.0,2307640000000.0,2088691000000.0,1270581000000.0,741894000000.0,741894000000.0,269669000000.0,354351000000.0,1103415000000.0,925779000000.0,650628000000.0,286305000000.0,286305000000.0,320428000000.0,298118000000.0,944571000000.0,775948000000.0,455199000000.0,157081000000.0,157081000000.0,639624000000.0,223727000000.0,415897000000.0,252725000000.0,828666000000.0,639624000000.0,415897000000.0,163172000000.0,163172000000.0,709178000000.0,248480000000.0,460698000000.0,265519000000.0,956287000000.0,195179000000.0,881955000000.0,294762000000.0,587193000000.0,299631000000.0,1016880000000.0,280538000000.0,852279000000.0,169837000000.0,682442000000.0,373381000000.0,1071257000000.0,309061000000.0,,,,,1615534000000.0,,,,,,,58010000000.0,,,,,,,,,,,,,
17,ifrs-full_ProfitLossFromDiscontinuedOperations,중단영업이익(손실),Profit (loss) from discontinued operations,손익계산서 [abstract],중단영업이익(손실),,,,,291000000.0,294646000000.0,299586000000.0,314908000000.0,325305000000.0,30659000000.0,30659000000.0,26591000000.0,28976000000.0,60516000000.0,98366000000.0,71775000000.0,23719000000.0,23719000000.0,16861000000.0,13503000000.0,127919000000.0,41928000000.0,25067000000.0,11564000000.0,11564000000.0,573000000.0,,,-8476000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,ifrs-full_ProfitLoss,당기순이익(손실),Profit (loss),손익계산서 [abstract],당기순이익(손실),,,592082000000.0,592082000000.0,340585000000.0,226401000000.0,1106755000000.0,988854000000.0,648269000000.0,421868000000.0,421868000000.0,433998000000.0,445787000000.0,1882897000000.0,1393022000000.0,959024000000.0,532317000000.0,532317000000.0,818110000000.0,528687000000.0,2435559000000.0,2088691000000.0,1270581000000.0,741894000000.0,741894000000.0,269669000000.0,354351000000.0,1091258000000.0,925779000000.0,650628000000.0,286305000000.0,286305000000.0,320210000000.0,298118000000.0,943775000000.0,775948000000.0,455199000000.0,157081000000.0,157081000000.0,639624000000.0,223727000000.0,415897000000.0,252725000000.0,828666000000.0,646413000000.0,415897000000.0,163172000000.0,163172000000.0,709178000000.0,248480000000.0,460698000000.0,265519000000.0,956287000000.0,195179000000.0,881955000000.0,294762000000.0,587193000000.0,299631000000.0,1016880000000.0,280538000000.0,852279000000.0,169837000000.0,682442000000.0,373381000000.0,1071257000000.0,309061000000.0,,,,,1615534000000.0,,,,,,1582977000000.0,58010000000.0,2966795000000.0,3647127000000.0,920919000000.0,,,,,,,,,,
19,ifrs-full_ProfitLossAttributableToOwnersOfParent,지배기업의 소유주,"Profit (loss), attributable to owners of parent",손익계산서 [abstract],당기순이익(손실)의 귀속 [abstract],지배기업의 소유주,,589422000000.0,589422000000.0,332966000000.0,515722000000.0,1079949000000.0,1287586000000.0,965308000000.0,449586000000.0,449586000000.0,458515000000.0,468917000000.0,1863881000000.0,1481117000000.0,1022602000000.0,553685000000.0,553685000000.0,821802000000.0,529080000000.0,2395905000000.0,2098714000000.0,1276912000000.0,747832000000.0,747832000000.0,265636000000.0,353859000000.0,1074795000000.0,913651000000.0,648015000000.0,294156000000.0,294156000000.0,316735000000.0,299907000000.0,944189000000.0,784920000000.0,468185000000.0,168278000000.0,168278000000.0,668788000000.0,229522000000.0,439266000000.0,263635000000.0,844548000000.0,668788000000.0,439266000000.0,175631000000.0,175631000000.0,690243000000.0,244800000000.0,445443000000.0,251959000000.0,896117000000.0,193484000000.0,831349000000.0,279715000000.0,551634000000.0,278665000000.0,938163000000.0,272969000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,비지배지분,"Profit (loss), attributable to non-controlling interests",손익계산서 [abstract],당기순이익(손실)의 귀속 [abstract],비지배지분,,2660000000.0,2660000000.0,7910000000.0,5325000000.0,26806000000.0,16176000000.0,8266000000.0,2941000000.0,2941000000.0,2074000000.0,5846000000.0,19016000000.0,10271000000.0,8197000000.0,2351000000.0,2351000000.0,13169000000.0,13110000000.0,39654000000.0,31905000000.0,18736000000.0,5626000000.0,5626000000.0,4606000000.0,957000000.0,16463000000.0,3652000000.0,-954000000.0,-1911000000.0,-1911000000.0,3475000000.0,-1789000000.0,-414000000.0,-9511000000.0,-12986000000.0,-11197000000.0,-11197000000.0,-22375000000.0,-4951000000.0,-17424000000.0,-6489000000.0,-10284000000.0,-22375000000.0,-17424000000.0,-10935000000.0,-10935000000.0,-54856000000.0,-6999000000.0,-47857000000.0,-32170000000.0,-65254000000.0,-15687000000.0,16468000000.0,4922000000.0,11546000000.0,7278000000.0,23539000000.0,4268000000.0,38810000000.0,6777000000.0,32033000000.0,22730000000.0,51512000000.0,9303000000.0,44626000000.0,30499000000.0,14127000000.0,11588000000.0,72749000000.0,2539000000.0,-31557000000.0,2558000000.0,-34115000000.0,1086000000.0,-14707000000.0,-35201000000.0,,,,,,,,,,,,,
21,entity00120021_udf_IS_201711314188913_EarningsPerShareAbstract,계속영업과 중단영업,Continuing and discontinued operations,손익계산서 [abstract],주당이익(단위 : 원),계속영업과 중단영업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,entity00120021_udf_IS_2017113141813626_udf_IS_201711314188913_EarningsPerShareAbstract,기본/희석주당순이익,Basic/Diluted earnings (loss) per share,손익계산서 [abstract],주당이익(단위 : 원),계속영업과 중단영업,기본/희석주당순이익,3352.0,3352.0,1895.0,2934.0,6143.0,7325.0,5491.0,2557.0,2557.0,2609.0,2669.0,10603.0,8425.0,5817.0,3149.0,3149.0,4675.0,3010.0,13630.0,11826.0,7314.0,4254.0,,,2013000000.0,6114.0,5197000000.0,3686000000.0,1673000000.0,1673000000.0,1802000000.0,1707000000.0,5371.0,4515000000.0,2713000000.0,956000000.0,956000000.0,3804.0,1306000000.0,2498.0,1500000000.0,4804.0,3781000000.0,2478000000.0,994000000.0,998000000.0,3926.0,1393.0,2533.0,1433.0,5097.0,1100.0,4729.0,1591.0,3137.0,1585.0,5336.0,1552.0,4554.0,901.0,3653.0,1970.0,5769.0,1683.0,7581.0,1922.0,5658.0,3482.0,8735.0,2175.0,7209.0,3084.0,4124.0,3592.0,9115.0,530.0,,,2505.0,,,,,,,,,,
23,entity00120021_udf_IS_2017113141815684_udf_IS_201711314188913_EarningsPerShareAbstract,구형우선주 기본/희석주당순이익,Basic/Diluted earnings (loss) per Preference Share,손익계산서 [abstract],주당이익(단위 : 원),계속영업과 중단영업,구형우선주 기본/희석주당순이익,3402.0,3402.0,1895.0,2934.0,6193.0,7375.0,5541.0,2607.0,2607.0,2609.0,2669.0,10653.0,8475.0,5867.0,3199.0,3199.0,4635.0,3010.0,13680.0,11939.0,7314.0,4254.0,,,2013000000.0,6164.0,5197000000.0,3736000000.0,1673000000.0,1673000000.0,1802000000.0,1707000000.0,5421.0,4465000000.0,2713000000.0,956000000.0,956000000.0,,1306000000.0,,1500000000.0,4854.0,3831000000.0,2548000000.0,998000000.0,998000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,entity00120021_udf_IS_2017113141810587_EarningsPerShareAbstract,계속영업,Continuing operations,손익계산서 [abstract],주당이익(단위 : 원),계속영업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,entity00120021_udf_IS_2017113141818514_udf_IS_2017113141810587_EarningsPerShareAbstract,기본/희석주당순이익,Basic/Diluted earnings (loss) per share,손익계산서 [abstract],주당이익(단위 : 원),계속영업,기본/희석주당순이익,3352.0,3352.0,1895.0,2934.0,4439.0,7325.0,5491.0,2557.0,2557.0,2609.0,2669.0,10293.0,8425.0,5817.0,3149.0,3149.0,4675.0,3010.0,13019.0,11939.0,7264.0,4254.0,,,2013000000.0,,5197000000.0,3686000000.0,1673000000.0,1673000000.0,1802000000.0,1707000000.0,,4465000000.0,2663000000.0,956000000.0,956000000.0,,,,,,,,998000000.0,998000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,entity00120021_udf_IS_2017113141822822_udf_IS_2017113141810587_EarningsPerShareAbstract,구형우선주 기본/희석주당순이익,Basic/Diluted earnings (loss) per Preference Share,손익계산서 [abstract],주당이익(단위 : 원),계속영업,구형우선주 기본/희석주당순이익,3402.0,3402.0,1895.0,2934.0,4489.0,7375.0,5541.0,2607.0,2607.0,2609.0,2669.0,10343.0,8475.0,5867.0,3199.0,3199.0,4675.0,3010.0,13069.0,11989.0,7314.0,4304.0,,,2013000000.0,6164.0,5247000000.0,3736000000.0,1723000000.0,1723000000.0,1802000000.0,1707000000.0,5421.0,4515000000.0,2713000000.0,1006000000.0,1006000000.0,,1306000000.0,,1500000000.0,4834.0,3854000000.0,2548000000.0,1044000000.0,1048000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
