,Statement of financial position(Unit: KRW),Statement of financial position(Unit: KRW),20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20120101,20111231,20110930,20110630,20110331,20101231,20100101,20091231,20081231,20071231,20061231,20051231,20041231,20031231,20021231,20011231
22,Ⅳ.파생상품부채,"4,11",5264980000000.0,2303012000000.0,3414594000000.0,2642265000000.0,2273782000000.0,2439892000000.0,2476196000000.0,3527225000000.0,3044579000000.0,3487661000000.0,2052659000000.0,1887602000000.0,2534647000000.0,3528244000000.0,2992078000000.0,2474014000000.0,2716880000000.0,2599288000000.0,3595273000000.0,1930346000000.0,1691108000000.0,1717555000000.0,1839997000000.0,1904278000000.0,1561873000000.0,2026534000000.0,1896975000000.0,2185999000000.0,1663949000000.0,1904044000000.0,1838253000000.0,1848636000000.0,1675858000000.0,1972197000000.0,1972197000000.0,3065804000000.0,2254554000000.0,2836539000000.0,3535174000000.0,4321119000000.0,4260046000000.0,11703045000000.0,2314618000000.0,1312251000000.0,915494000000.0,1640570000000.0,471442000000.0,112677000000.0,104985412653.0
23,Ⅴ.차입부채,"4,24",36804947000000.0,34863156000000.0,33588567000000.0,31950655000000.0,29274787000000.0,29818542000000.0,28997853000000.0,29186450000000.0,26842146000000.0,27586610000000.0,29420507000000.0,28755963000000.0,25515439000000.0,25294241000000.0,23944363000000.0,24048625000000.0,23196797000000.0,21733865000000.0,24320826000000.0,24974958000000.0,23876928000000.0,22973767000000.0,22697372000000.0,20957059000000.0,22618040000000.0,20142908000000.0,20642793000000.0,23010545000000.0,22897339000000.0,19518040000000.0,22098307000000.0,21375989000000.0,20127721000000.0,20255421000000.0,20033246000000.0,20167935000000.0,18708595000000.0,19135302000000.0,18085459000000.0,17673005000000.0,58002629000000.0,76911841000000.0,66791439000000.0,47658452000000.0,,-1916982000000.0,-2835642000000.0,-785773000000.0,-642743640854.0
24,Ⅵ.사채,"4,25",75115366000000.0,75363364000000.0,72584879000000.0,69745463000000.0,67263045000000.0,63227699000000.0,58104380000000.0,56152232000000.0,52325800000000.0,51340821000000.0,49572020000000.0,47714024000000.0,45019364000000.0,44326785000000.0,44421187000000.0,42642163000000.0,41342684000000.0,41221284000000.0,40341574000000.0,39270034000000.0,38506393000000.0,37334612000000.0,35958329000000.0,35811491000000.0,36453493000000.0,37491439000000.0,38220410000000.0,38426279000000.0,38549741000000.0,38838467000000.0,40484467000000.0,39223894000000.0,40539766000000.0,39735249000000.0,39736958000000.0,40194835000000.0,40297554000000.0,39570346000000.0,40286268000000.0,41362758000000.0,,-3316564000000.0,-2953586000000.0,-1880902000000.0,-1740938000000.0,-1916982000000.0,-2835642000000.0,-785773000000.0,-642743640854.0
25,Ⅶ.확정급여부채,26,,121140000000.0,237377000000.0,223542000000.0,147564000000.0,127348000000.0,98811000000.0,111718000000.0,47295000000.0,7144000000.0,168233000000.0,150553000000.0,143117000000.0,130879000000.0,304884000000.0,259885000000.0,191581000000.0,226130000000.0,355737000000.0,368491000000.0,314180000000.0,309457000000.0,238192000000.0,214047000000.0,126180000000.0,117655000000.0,263000000000.0,243517000000.0,257994000000.0,222333000000.0,424234000000.0,302307000000.0,277012000000.0,275435000000.0,274661000000.0,174852000000.0,172399000000.0,179362000000.0,170052000000.0,146366000000.0,,-3316564000000.0,-2953586000000.0,-1880902000000.0,-1740938000000.0,-1916982000000.0,-2835642000000.0,-785773000000.0,-642743640854.0
26,Ⅷ.충당부채,27,576609000000.0,557024000000.0,571161000000.0,593233000000.0,539301000000.0,508416000000.0,479016000000.0,484865000000.0,475763000000.0,428958000000.0,441776000000.0,437703000000.0,443907000000.0,728888000000.0,716878000000.0,722638000000.0,709096000000.0,698788000000.0,693678000000.0,698508000000.0,652946000000.0,694165000000.0,688647000000.0,734964000000.0,740676000000.0,750283000000.0,791087000000.0,743957000000.0,731794000000.0,747885000000.0,731343000000.0,729976000000.0,858034000000.0,869632000000.0,869592000000.0,847413000000.0,864584000000.0,805771000000.0,859357000000.0,781634000000.0,,-3316564000000.0,-2953586000000.0,-1880902000000.0,-1740938000000.0,-1916982000000.0,-2835642000000.0,-785773000000.0,-642743640854.0
27,Ⅸ.당기법인세부채,,543428000000.0,512757000000.0,458081000000.0,311613000000.0,509556000000.0,430306000000.0,340492000000.0,210595000000.0,360371000000.0,348830000000.0,407853000000.0,334219000000.0,444394000000.0,272728000000.0,183344000000.0,177084000000.0,168946000000.0,142014000000.0,148488000000.0,208720000000.0,326568000000.0,256993000000.0,161379000000.0,230607000000.0,347820000000.0,239174000000.0,142513000000.0,175505000000.0,266920000000.0,253524000000.0,164323000000.0,296373000000.0,729622000000.0,568074000000.0,568074000000.0,,,,251274000000.0,456439000000.0,,-3316564000000.0,-2953586000000.0,-1880902000000.0,-1740938000000.0,-1916982000000.0,-2835642000000.0,-785773000000.0,-642743640854.0
28,Ⅹ.이연법인세부채,42,403987000000.0,451603000000.0,552715000000.0,536757000000.0,353908000000.0,22020000000.0,21856000000.0,24648000000.0,18855000000.0,9982000000.0,7461000000.0,10309000000.0,6989000000.0,10638000000.0,10094000000.0,6847000000.0,10360000000.0,16154000000.0,11154000000.0,10359000000.0,12674000000.0,9549000000.0,10210000000.0,9131000000.0,13249000000.0,14625000000.0,13450000000.0,9912000000.0,50021000000.0,41746000000.0,63698000000.0,14872000000.0,211000000.0,21816000000.0,282000000.0,24861000000.0,119048000000.0,146739000000.0,183500000000.0,366884000000.0,458000000.0,3516000000.0,379734000000.0,296053000000.0,175464000000.0,,-2835642000000.0,-785773000000.0,-642743640854.0
29,XI.보험계약부채,28,52327126000000.0,52163417000000.0,51886753000000.0,51354918000000.0,49658633000000.0,26218882000000.0,25854377000000.0,25409700000000.0,24952054000000.0,24515288000000.0,24009176000000.0,23468447000000.0,22926173000000.0,22377434000000.0,21808336000000.0,21219118000000.0,20649033000000.0,20058284000000.0,19488640000000.0,18906054000000.0,18354395000000.0,17776280000000.0,17241693000000.0,16716826000000.0,16181113000000.0,15656455000000.0,15147134000000.0,14627707000000.0,14110066000000.0,13418559000000.0,12648213000000.0,11927604000000.0,11423092000000.0,10867254000000.0,10867254000000.0,10382645000000.0,9967746000000.0,9526782000000.0,8986380000000.0,7469130000000.0,,-3316564000000.0,-2953586000000.0,-1880902000000.0,-1740938000000.0,-1916982000000.0,-2835642000000.0,-785773000000.0,-642743640854.0
30,XII.기타부채,"4,29",45899320000000.0,38237558000000.0,46293030000000.0,40937097000000.0,40565867000000.0,25199679000000.0,33895904000000.0,34039154000000.0,30850367000000.0,25312773000000.0,30383454000000.0,28954027000000.0,30161454000000.0,20917147000000.0,28486242000000.0,29393471000000.0,28156608000000.0,23310990000000.0,24615941000000.0,27965392000000.0,25369929000000.0,21039865000000.0,26594983000000.0,21057777000000.0,21677727000000.0,19020815000000.0,24620022000000.0,26280837000000.0,25240992000000.0,21592861000000.0,25101877000000.0,20367678000000.0,19898501000000.0,19816727000000.0,19842168000000.0,23010230000000.0,26413619000000.0,21197646000000.0,16811560000000.0,16039934000000.0,28154974000000.0,42387612000000.0,26637528000000.0,18895458000000.0,19712042000000.0,16459020000000.0,10551701000000.0,4336678000000.0,4877799441922.0
31,부채총계,,536156102000000.0,510489200000000.0,504200895000000.0,489413234000000.0,475270984000000.0,422949080000000.0,421690314000000.0,418983090000000.0,400533762000000.0,392603390000000.0,396104856000000.0,381221889000000.0,373067857000000.0,363935344000000.0,367441208000000.0,358847097000000.0,347589968000000.0,338734947000000.0,333825388000000.0,328418754000000.0,317100512000000.0,307506896000000.0,304964031000000.0,293499747000000.0,288793780000000.0,281437182000000.0,287856574000000.0,290248712000000.0,285138358000000.0,276026081000000.0,280202971000000.0,268849162000000.0,268804426000000.0,264628462000000.0,261182991000000.0,262343672000000.0,254984975000000.0,251520979000000.0,241362182000000.0,233772096000000.0,233895061000000.0,246063132000000.0,204011032000000.0,166313433000000.0,150007028000000.0,138996284000000.0,133101761000000.0,62806228000000.0,53066165625064.0
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3597397000000.0,-3316564000000.0,-2953586000000.0,-1880902000000.0,-1740938000000.0,-1916982000000.0,-2835642000000.0,-785773000000.0,-642743640854.0
33,자본,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3597397000000.0,-3316564000000.0,-2953586000000.0,-1880902000000.0,-1740938000000.0,-1916982000000.0,-2835642000000.0,-785773000000.0,-642743640854.0
34,Ⅰ.지배기업소유주지분,30,40274173000000.0,39177946000000.0,38945044000000.0,38059308000000.0,36163394000000.0,35725625000000.0,35299807000000.0,33587209000000.0,32448301000000.0,32820221000000.0,32795006000000.0,31851253000000.0,31294388000000.0,31109698000000.0,30899036000000.0,30467514000000.0,29991742000000.0,30839655000000.0,30641232000000.0,29981321000000.0,29282732000000.0,29184099000000.0,28915980000000.0,28193899000000.0,27701426000000.0,27542673000000.0,27230032000000.0,26773484000000.0,26510074000000.0,26371891000000.0,26126258000000.0,25416038000000.0,24648470000000.0,24457088000000.0,24396501000000.0,27479244000000.0,26900992000000.0,25110060000000.0,24734387000000.0,22277470000000.0,,-3316564000000.0,-2953586000000.0,-1880902000000.0,-1740938000000.0,-1916982000000.0,-2835642000000.0,-785773000000.0,-642743640854.0
35,(1)자본금,,2773627000000.0,2732463000000.0,2732463000000.0,2732463000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2645053000000.0,2589553000000.0,2589553000000.0,2589553000000.0,2852473000000.0,2462473000000.0,2462473000000.0,2170758000000.0,2170758000000.0,2083118000000.0,1958530000000.0,1461806000000.0,1461720960000.0
36,(2)신종자본증권,,1731235000000.0,1731235000000.0,1731235000000.0,1731235000000.0,1531759000000.0,1531759000000.0,1531758000000.0,573554000000.0,423921000000.0,423921000000.0,423921000000.0,199455000000.0,498316000000.0,498316000000.0,736898000000.0,736898000000.0,736898000000.0,736898000000.0,736898000000.0,736898000000.0,537443000000.0,537443000000.0,537443000000.0,537443000000.0,537443000000.0,537443000000.0,537443000000.0,537443000000.0,537443000000.0,537443000000.0,537443000000.0,537443000000.0,238582000000.0,238582000000.0,238582000000.0,,,,,,-3597397000000.0,-3316564000000.0,-2953586000000.0,-1880902000000.0,-1740938000000.0,-1916982000000.0,-2835642000000.0,-785773000000.0,-642743640854.0
37,(3)자본잉여금,,11325187000000.0,10565353000000.0,10565353000000.0,10565353000000.0,9904973000000.0,9895488000000.0,9887335000000.0,9887335000000.0,9887335000000.0,9887335000000.0,9887335000000.0,9887335000000.0,9887335000000.0,9887335000000.0,9887335000000.0,9887335000000.0,9887335000000.0,9887335000000.0,9887335000000.0,9887335000000.0,9887335000000.0,9887335000000.0,9887335000000.0,9887335000000.0,9887335000000.0,9887335000000.0,9887199000000.0,9887199000000.0,9887199000000.0,9887199000000.0,9887199000000.0,9887199000000.0,9886849000000.0,9886849000000.0,9886849000000.0,9886749000000.0,9886749000000.0,8834971000000.0,8834971000000.0,8834971000000.0,,-3316564000000.0,-2953586000000.0,-1880902000000.0,-1740938000000.0,-1916982000000.0,-2835642000000.0,-785773000000.0,-642743640854.0
38,(4)자본조정,,-832925000000.0,-1116770000000.0,-1116845000000.0,-855174000000.0,-563656000000.0,-552895000000.0,-420765000000.0,-396886000000.0,-397007000000.0,-398035000000.0,-398004000000.0,-397056000000.0,-395916000000.0,-458461000000.0,-454300000000.0,-392999000000.0,-392999000000.0,-423536000000.0,-423536000000.0,-423577000000.0,-422993000000.0,-393405000000.0,-393648000000.0,-393636000000.0,-393123000000.0,-393128000000.0,-394217000000.0,-393357000000.0,-393128000000.0,-393097000000.0,-392848000000.0,-392848000000.0,-392844000000.0,-392654000000.0,-392654000000.0,-390853000000.0,-390279000000.0,-390853000000.0,-390853000000.0,-390866000000.0,,-3316564000000.0,-2953586000000.0,-1880902000000.0,-1740938000000.0,-1916982000000.0,-2835642000000.0,-785773000000.0,-642743640854.0
39,(5)기타포괄손익누계액,,-264335000000.0,-260156000000.0,5901000000.0,-186978000000.0,-454320000000.0,-753220000000.0,-810602000000.0,-755155000000.0,-815547000000.0,-529734000000.0,-347043000000.0,-252980000000.0,-222275000000.0,-102583000000.0,49003000000.0,254399000000.0,452399000000.0,304771000000.0,500677000000.0,510124000000.0,694827000000.0,637894000000.0,670211000000.0,572631000000.0,649727000000.0,671807000000.0,696224000000.0,754540000000.0,1103189000000.0,980121000000.0,1322756000000.0,1090019000000.0,1247792000000.0,1032780000000.0,1188948000000.0,1260023000000.0,1385381000000.0,1667084000000.0,1629495000000.0,1437048000000.0,,-3316564000000.0,-2953586000000.0,-1880902000000.0,-1740938000000.0,-1916982000000.0,-2835642000000.0,-785773000000.0,-642743640854.0
40,(6)이익잉여금,,25541384000000.0,25525821000000.0,25026937000000.0,24072409000000.0,23099585000000.0,22959440000000.0,22467028000000.0,21633308000000.0,20704546000000.0,20791681000000.0,20583744000000.0,19769446000000.0,18881875000000.0,18640038000000.0,18035047000000.0,17336828000000.0,16663056000000.0,17689134000000.0,17294805000000.0,16625488000000.0,15941067000000.0,15869779000000.0,15569586000000.0,14945073000000.0,14374991000000.0,14194163000000.0,13858330000000.0,13342606000000.0,12730318000000.0,12715172000000.0,12126655000000.0,11649172000000.0,11023038000000.0,11046478000000.0,10829723000000.0,14078272000000.0,13374088000000.0,12409305000000.0,12071221000000.0,9806764000000.0,,-3316564000000.0,-2953586000000.0,-1880902000000.0,-1740938000000.0,-1916982000000.0,-2835642000000.0,-785773000000.0,-642743640854.0
41,Ⅱ.비지배지분,30,1667852000000.0,2752435000000.0,2752081000000.0,2677554000000.0,2431019000000.0,925805000000.0,716702000000.0,711684000000.0,706029000000.0,883397000000.0,892791000000.0,837729000000.0,633750000000.0,635282000000.0,645284000000.0,970714000000.0,965313000000.0,973401000000.0,1033407000000.0,1027154000000.0,1024995000000.0,1330809000000.0,1320357000000.0,1318202000000.0,2312940000000.0,2316988000000.0,2308277000000.0,2306858000000.0,2015918000000.0,2541253000000.0,2463609000000.0,2459486000000.0,2466133000000.0,2462304000000.0,2462304000000.0,2459862000000.0,2454616000000.0,2464289000000.0,2460838000000.0,2464923000000.0,,-3316564000000.0,-2953586000000.0,-1880902000000.0,-1740938000000.0,-1916982000000.0,-2835642000000.0,-785773000000.0,-642743640854.0
42,자본총계,,41942025000000.0,41930381000000.0,41697125000000.0,40736862000000.0,38594413000000.0,36651430000000.0,36016509000000.0,34298893000000.0,33154330000000.0,33703618000000.0,33687797000000.0,32688982000000.0,31928138000000.0,31744980000000.0,31544320000000.0,31438228000000.0,30957055000000.0,31813056000000.0,31674639000000.0,31008475000000.0,30307727000000.0,30514908000000.0,30236337000000.0,29512101000000.0,30014366000000.0,29859661000000.0,29538309000000.0,29080342000000.0,28525992000000.0,28913144000000.0,28589867000000.0,27875524000000.0,27114603000000.0,26919392000000.0,26858805000000.0,29939106000000.0,29355608000000.0,27574349000000.0,27195225000000.0,24742393000000.0,21123026000000.0,17952155000000.0,18225812000000.0,11512105000000.0,10210873000000.0,7834887000000.0,6119015000000.0,3961367000000.0,3263483135006.0
43,부채와자본총계,,578098127000000.0,552419581000000.0,545898020000000.0,530150096000000.0,513865397000000.0,459600510000000.0,457706823000000.0,453281983000000.0,433688092000000.0,426307008000000.0,429792653000000.0,413910871000000.0,404995995000000.0,395680324000000.0,398985528000000.0,390285325000000.0,378547023000000.0,370548003000000.0,365500027000000.0,359427229000000.0,347408239000000.0,338021804000000.0,335200368000000.0,323011848000000.0,318808146000000.0,311296843000000.0,317394883000000.0,319329054000000.0,313664350000000.0,304939225000000.0,308792838000000.0,296724686000000.0,295919029000000.0,291547854000000.0,288041796000000.0,292282778000000.0,284340583000000.0,279095328000000.0,268557407000000.0,258514489000000.0,255018087000000.0,264015287000000.0,222236844000000.0,177825538000000.0,160217901000000.0,146831171000000.0,139220776000000.0,66767595000000.0,56329648760070.0
